filename,RA,Dec
3.988 -31.008_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.9880000000,-31.0080000000
3.990 -30.089_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.9900000000,-30.0890000000
3.991 -19.480_[0.04386865 0.04386865] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,3.9910000000,-19.4800000000
3.996 -30.268_[0.00916232 0.00916232] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.9960000000,-30.2680000000
3.999 -30.564_[0.01756601 0.01756601] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,3.9990000000,-30.5640000000
301.319 -56.678_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,301.3190000000,-56.6780000000
301.606 -57.093_[0.0287566 0.0287566] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,301.6060000000,-57.0930000000
301.665 -56.137_[0.01096543 0.01096543] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,301.6650000000,-56.1370000000
301.756 -56.063_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,301.7560000000,-56.0630000000
301.890 -56.992_[0.01441096 0.01441096] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,301.8900000000,-56.9920000000
302.002 -57.637_[0.02685355 0.02685355] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.0020000000,-57.6370000000
302.029 -56.186_[0.02250001 0.02250001] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.0290000000,-56.1860000000
302.032 -55.852_[0.01370463 0.01370463] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.0320000000,-55.8520000000
302.153 -56.814_[0.00967464 0.00967464] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.1530000000,-56.8140000000
302.188 -56.581_[0.01291221 0.01291221] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.1880000000,-56.5810000000
302.201 -57.011_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.2010000000,-57.0110000000
302.249 -56.491_[0.01214772 0.01214772] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.2490000000,-56.4910000000
302.252 -56.342_[0.0113211 0.0113211] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.2520000000,-56.3420000000
302.259 -56.413_[0.00953321 0.00953321] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.2590000000,-56.4130000000
302.273 -57.191_[0.01336604 0.01336604] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.2730000000,-57.1910000000
302.336 -56.699_[0.01079231 0.01079231] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.3360000000,-56.6990000000
302.372 -56.700_[0.00977942 0.00977942] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.3720000000,-56.7000000000
302.376 -57.016_[0.0161751 0.0161751] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.3760000000,-57.0160000000
302.396 -56.422_[0.01121339 0.01121339] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.3960000000,-56.4220000000
302.400 -57.850_[0.01246943 0.01246943] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.4000000000,-57.8500000000
302.418 -56.898_[0.01098312 0.01098312] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.4180000000,-56.8980000000
302.500 -56.193_[0.0134594 0.0134594] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.5000000000,-56.1930000000
302.545 -57.497_[0.01179998 0.01179998] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.5450000000,-57.4970000000
302.565 -57.645_[0.01510735 0.01510735] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.5650000000,-57.6450000000
302.567 -57.540_[0.01296196 0.01296196] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.5670000000,-57.5400000000
302.585 -57.464_[0.01028629 0.01028629] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.5850000000,-57.4640000000
302.604 -56.433_[0.71937448 0.71937448] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.6040000000,-56.4330000000
302.624 -56.583_[0.05392932 0.05392932] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.6240000000,-56.5830000000
302.644 -56.882_[0.01254485 0.01254485] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.6440000000,-56.8820000000
302.661 -56.652_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.6610000000,-56.6520000000
302.710 -56.550_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.7100000000,-56.5500000000
302.720 -57.391_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.7200000000,-57.3910000000
302.742 -56.646_[0.02032589 0.02032589] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.7420000000,-56.6460000000
302.749 -56.715_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.7490000000,-56.7150000000
302.760 -56.267_[0.02619868 0.02619868] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.7600000000,-56.2670000000
302.874 -56.757_[0.01656404 0.01656404] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.8740000000,-56.7570000000
302.877 -56.481_[0.01003164 0.01003164] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.8770000000,-56.4810000000
302.897 -57.217_[0.01038764 0.01038764] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.8970000000,-57.2170000000
302.903 -57.841_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.9030000000,-57.8410000000
302.906 -57.138_[0.01002278 0.01002278] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.9060000000,-57.1380000000
302.913 -56.338_[0.01429919 0.01429919] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.9130000000,-56.3380000000
302.913 -57.690_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.9130000000,-57.6900000000
302.914 -56.317_[0.03236371 0.03236371] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.9140000000,-56.3170000000
302.922 -56.801_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.9220000000,-56.8010000000
302.928 -57.058_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.9280000000,-57.0580000000
302.993 -57.087_[0.0091351 0.0091351] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,302.9930000000,-57.0870000000
303.015 -57.282_[0.0198252 0.0198252] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.0150000000,-57.2820000000
303.119 -56.676_[0.01810542 0.01810542] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.1190000000,-56.6760000000
303.152 -57.569_[0.01026033 0.01026033] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.1520000000,-57.5690000000
303.176 -57.393_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.1760000000,-57.3930000000
303.268 -57.516_[0.01622531 0.01622531] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.2680000000,-57.5160000000
303.375 -57.098_[0.02099551 0.02099551] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.3750000000,-57.0980000000
303.498 -56.132_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.4980000000,-56.1320000000
303.500 -57.786_[0.01103459 0.01103459] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.5000000000,-57.7860000000
303.521 -57.011_[0.19180809 0.19180809] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.5210000000,-57.0110000000
303.550 -56.007_[0.01529266 0.01529266] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.5500000000,-56.0070000000
303.605 -57.270_[0.01282706 0.01282706] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.6050000000,-57.2700000000
303.652 -57.048_[0.30005619 0.30005619] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.6520000000,-57.0480000000
303.653 -55.986_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.6530000000,-55.9860000000
303.700 -57.378_[0.01004088 0.01004088] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.7000000000,-57.3780000000
303.731 -57.130_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.7310000000,-57.1300000000
303.750 -56.630_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.7500000000,-56.6300000000
303.779 -56.822_[0.01208532 0.01208532] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.7790000000,-56.8220000000
303.780 -57.841_[0.04343274 0.04343274] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.7800000000,-57.8410000000
303.809 -57.205_[0.01392015 0.01392015] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.8090000000,-57.2050000000
303.852 -55.892_[0.01551663 0.01551663] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.8520000000,-55.8920000000
303.917 -57.522_[0.02358789 0.02358789] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.9170000000,-57.5220000000
303.957 -57.182_[0.01315036 0.01315036] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.9570000000,-57.1820000000
303.968 -56.624_[0.01091473 0.01091473] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.9680000000,-56.6240000000
303.979 -56.779_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,303.9790000000,-56.7790000000
304.033 -57.875_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.0330000000,-57.8750000000
304.162 -56.647_[0.01116025 0.01116025] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.1620000000,-56.6470000000
304.182 -56.330_[0.0143687 0.0143687] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.1820000000,-56.3300000000
304.316 -56.683_[0.01071057 0.01071057] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.3160000000,-56.6830000000
304.351 -56.390_[0.01230085 0.01230085] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.3510000000,-56.3900000000
304.363 -56.903_[0.02204895 0.02204895] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.3630000000,-56.9030000000
304.414 -56.526_[0.01069501 0.01069501] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.4140000000,-56.5260000000
304.430 -56.858_[0.01214716 0.01214716] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.4300000000,-56.8580000000
304.449 -56.000_[0.02340452 0.02340452] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.4490000000,-56.0000000000
304.451 -57.786_[0.00965048 0.00965048] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.4510000000,-57.7860000000
304.475 -56.240_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.4750000000,-56.2400000000
304.507 -56.762_[0.02681497 0.02681497] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.5070000000,-56.7620000000
304.527 -56.258_[0.01149792 0.01149792] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.5270000000,-56.2580000000
304.646 -57.411_[0.009 0.009] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.6460000000,-57.4110000000
304.758 -56.713_[0.01609117 0.01609117] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.7580000000,-56.7130000000
304.906 -56.949_[0.01451468 0.01451468] deg_(Abell_3667.1pln-forPyBDSF.FITS).fits.png,304.9060000000,-56.9490000000
308.098 -82.997_[0.04212389 0.04212389] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,308.0980000000,-82.9970000000
308.140 -83.095_[0.01297044 0.01297044] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,308.1400000000,-83.0950000000
309.682 -82.469_[0.00982087 0.00982087] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,309.6820000000,-82.4690000000
309.790 -83.072_[0.01374346 0.01374346] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,309.7900000000,-83.0720000000
310.242 -83.122_[0.01237352 0.01237352] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,310.2420000000,-83.1220000000
310.302 -83.457_[0.01061741 0.01061741] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,310.3020000000,-83.4570000000
310.317 -82.324_[0.02308871 0.02308871] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,310.3170000000,-82.3240000000
310.422 -82.360_[0.04886625 0.04886625] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,310.4220000000,-82.3600000000
310.547 -83.427_[0.04552321 0.04552321] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,310.5470000000,-83.4270000000
310.731 -82.153_[0.009 0.009] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,310.7310000000,-82.1530000000
310.860 -82.239_[0.01199392 0.01199392] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,310.8600000000,-82.2390000000
311.366 -82.230_[0.00924056 0.00924056] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,311.3660000000,-82.2300000000
311.509 -82.141_[0.01022218 0.01022218] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,311.5090000000,-82.1410000000
311.626 -82.742_[0.01993039 0.01993039] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,311.6260000000,-82.7420000000
311.714 -82.810_[0.01378739 0.01378739] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,311.7140000000,-82.8100000000
311.830 -81.935_[0.02022423 0.02022423] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,311.8300000000,-81.9350000000
311.914 -82.979_[0.01537524 0.01537524] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,311.9140000000,-82.9790000000
311.961 -82.748_[0.01077635 0.01077635] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,311.9610000000,-82.7480000000
312.001 -82.820_[0.03952445 0.03952445] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,312.0010000000,-82.8200000000
312.068 -82.422_[0.03143193 0.03143193] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,312.0680000000,-82.4220000000
312.072 -82.031_[0.01453096 0.01453096] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,312.0720000000,-82.0310000000
312.097 -82.615_[0.03916511 0.03916511] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,312.0970000000,-82.6150000000
312.128 -83.007_[0.009 0.009] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,312.1280000000,-83.0070000000
312.244 -81.971_[0.01572623 0.01572623] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,312.2440000000,-81.9710000000
312.286 -82.910_[0.01521352 0.01521352] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,312.2860000000,-82.9100000000
312.422 -83.072_[0.009 0.009] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,312.4220000000,-83.0720000000
312.531 -82.310_[0.03174809 0.03174809] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,312.5310000000,-82.3100000000
312.658 -82.071_[0.02115411 0.02115411] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,312.6580000000,-82.0710000000
312.751 -83.023_[0.009 0.009] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,312.7510000000,-83.0230000000
312.762 -82.501_[0.0100305 0.0100305] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,312.7620000000,-82.5010000000
312.942 -82.377_[0.009 0.009] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,312.9420000000,-82.3770000000
312.976 -82.059_[0.01389225 0.01389225] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,312.9760000000,-82.0590000000
312.997 -82.320_[0.009 0.009] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,312.9970000000,-82.3200000000
313.001 -82.858_[0.02643781 0.02643781] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.0010000000,-82.8580000000
313.084 -82.913_[0.01216366 0.01216366] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.0840000000,-82.9130000000
313.146 -81.897_[0.03596762 0.03596762] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.1460000000,-81.8970000000
313.293 -82.384_[0.01646874 0.01646874] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.2930000000,-82.3840000000
313.444 -82.934_[0.0109411 0.0109411] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.4440000000,-82.9340000000
313.537 -82.451_[0.009 0.009] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.5370000000,-82.4510000000
313.545 -82.465_[0.0156897 0.0156897] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.5450000000,-82.4650000000
313.558 -82.477_[0.009 0.009] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.5580000000,-82.4770000000
313.595 -82.805_[0.01349652 0.01349652] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.5950000000,-82.8050000000
313.603 -82.335_[0.01077641 0.01077641] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.6030000000,-82.3350000000
313.688 -82.936_[0.00965707 0.00965707] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.6880000000,-82.9360000000
313.701 -82.422_[0.02133969 0.02133969] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.7010000000,-82.4220000000
313.750 -82.657_[0.01303588 0.01303588] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.7500000000,-82.6570000000
313.773 -82.489_[0.009 0.009] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.7730000000,-82.4890000000
313.813 -82.381_[0.01452354 0.01452354] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.8130000000,-82.3810000000
313.905 -82.499_[0.01026105 0.01026105] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.9050000000,-82.4990000000
313.920 -81.855_[0.01098153 0.01098153] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,313.9200000000,-81.8550000000
314.049 -82.606_[0.01215357 0.01215357] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.0490000000,-82.6060000000
314.216 -82.852_[0.02283283 0.02283283] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.2160000000,-82.8520000000
314.232 -82.535_[0.01199528 0.01199528] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.2320000000,-82.5350000000
314.269 -82.813_[0.01240676 0.01240676] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.2690000000,-82.8130000000
314.446 -83.021_[0.00973772 0.00973772] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.4460000000,-83.0210000000
314.527 -82.225_[0.01035372 0.01035372] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.5270000000,-82.2250000000
314.572 -83.427_[0.01492188 0.01492188] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.5720000000,-83.4270000000
314.586 -83.324_[0.01599413 0.01599413] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.5860000000,-83.3240000000
314.606 -82.892_[0.02187992 0.02187992] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.6060000000,-82.8920000000
314.616 -83.086_[0.01628915 0.01628915] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.6160000000,-83.0860000000
314.665 -82.582_[0.01911544 0.01911544] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.6650000000,-82.5820000000
314.675 -82.311_[0.00986494 0.00986494] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.6750000000,-82.3110000000
314.698 -82.700_[0.01423354 0.01423354] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.6980000000,-82.7000000000
314.763 -82.401_[0.00900124 0.00900124] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.7630000000,-82.4010000000
314.768 -82.595_[0.01776226 0.01776226] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.7680000000,-82.5950000000
314.800 -82.726_[0.01051762 0.01051762] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.8000000000,-82.7260000000
314.851 -83.026_[0.0092369 0.0092369] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.8510000000,-83.0260000000
314.887 -82.577_[0.01327903 0.01327903] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,314.8870000000,-82.5770000000
315.069 -82.790_[0.01339517 0.01339517] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.0690000000,-82.7900000000
315.074 -81.898_[0.01695444 0.01695444] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.0740000000,-81.8980000000
315.172 -82.587_[0.01211969 0.01211969] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.1720000000,-82.5870000000
315.215 -82.953_[0.00944083 0.00944083] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.2150000000,-82.9530000000
315.221 -82.089_[0.02282247 0.02282247] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.2210000000,-82.0890000000
315.234 -82.118_[0.04841221 0.04841221] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.2340000000,-82.1180000000
315.304 -82.686_[0.01306232 0.01306232] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.3040000000,-82.6860000000
315.319 -82.664_[0.00920807 0.00920807] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.3190000000,-82.6640000000
315.321 -82.540_[0.01348089 0.01348089] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.3210000000,-82.5400000000
315.332 -82.734_[0.01799956 0.01799956] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.3320000000,-82.7340000000
315.394 -82.757_[0.01495541 0.01495541] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.3940000000,-82.7570000000
315.439 -82.406_[0.0646588 0.0646588] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.4390000000,-82.4060000000
315.445 -82.159_[0.06745144 0.06745144] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.4450000000,-82.1590000000
315.486 -83.068_[0.01254908 0.01254908] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.4860000000,-83.0680000000
315.490 -82.628_[0.01363806 0.01363806] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.4900000000,-82.6280000000
315.605 -82.400_[0.0234598 0.0234598] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.6050000000,-82.4000000000
315.611 -82.811_[0.01505246 0.01505246] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.6110000000,-82.8110000000
315.631 -82.052_[0.01202409 0.01202409] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.6310000000,-82.0520000000
315.658 -82.357_[0.00961343 0.00961343] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.6580000000,-82.3570000000
315.722 -82.609_[0.01157482 0.01157482] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.7220000000,-82.6090000000
315.751 -82.659_[0.01735056 0.01735056] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.7510000000,-82.6590000000
315.867 -82.763_[0.01084528 0.01084528] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.8670000000,-82.7630000000
315.969 -83.279_[0.01625317 0.01625317] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.9690000000,-83.2790000000
315.984 -82.367_[0.01701819 0.01701819] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,315.9840000000,-82.3670000000
316.068 -83.053_[0.009 0.009] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,316.0680000000,-83.0530000000
316.153 -82.754_[0.01144762 0.01144762] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,316.1530000000,-82.7540000000
316.194 -82.494_[0.01467212 0.01467212] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,316.1940000000,-82.4940000000
316.204 -83.361_[0.0282008 0.0282008] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,316.2040000000,-83.3610000000
316.219 -83.464_[0.01469391 0.01469391] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,316.2190000000,-83.4640000000
316.235 -83.047_[0.01225539 0.01225539] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,316.2350000000,-83.0470000000
316.255 -82.728_[0.01964517 0.01964517] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,316.2550000000,-82.7280000000
316.258 -83.401_[0.01348936 0.01348936] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,316.2580000000,-83.4010000000
316.316 -82.785_[0.009 0.009] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,316.3160000000,-82.7850000000
316.318 -83.280_[0.00960999 0.00960999] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,316.3180000000,-83.2800000000
316.320 -82.936_[0.01104678 0.01104678] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,316.3200000000,-82.9360000000
316.339 -82.467_[0.01249022 0.01249022] deg_(J2104.9-8243.Fix.1pln-forPyBDSF.FITS).fits.png,316.3390000000,-82.4670000000
